"al_albumid","al_albumname","al_artistid","al_releasedate"
7131,"albumName7131",3460,"2005-11-28"
7132,"albumName7132",4636,"2025-05-04"
7133,"albumName7133",4060,"2016-03-21"
7134,"albumName7134",1862,"2021-11-26"
7135,"albumName7135",2085,"1999-03-06"
7136,"albumName7136",793,"2056-12-13"
7137,"albumName7137",4123,"1972-04-22"
7138,"albumName7138",1012,"2062-04-22"
7139,"albumName7139",730,"2058-10-21"
7140,"albumName7140",52,"1983-03-12"
7141,"albumName7141",1949,"1977-06-09"
7142,"albumName7142",3732,"1983-02-19"
7143,"albumName7143",4467,"1983-04-15"
7144,"albumName7144",4714,"2024-10-05"
7145,"albumName7145",3303,"1976-11-25"
7146,"albumName7146",1715,"2056-10-11"
7147,"albumName7147",18,"2019-02-12"
7148,"albumName7148",3441,"2016-04-07"
7149,"albumName7149",2524,"2052-09-13"
7150,"albumName7150",1860,"2052-02-11"
7151,"albumName7151",1193,"1973-05-09"
7152,"albumName7152",4298,"1994-12-05"
7153,"albumName7153",373,"2000-03-10"
7154,"albumName7154",1843,"2006-01-24"
7155,"albumName7155",4577,"1991-09-03"
7156,"albumName7156",3187,"1995-06-14"
7157,"albumName7157",4381,"2001-04-21"
7158,"albumName7158",1285,"2006-10-20"
7159,"albumName7159",1246,"2025-04-07"
7160,"albumName7160",2493,"1997-09-13"
7161,"albumName7161",1472,"2066-06-26"
7162,"albumName7162",4762,"1990-06-12"
7163,"albumName7163",1925,"2066-11-11"
7164,"albumName7164",1513,"1990-01-22"
7165,"albumName7165",4876,"1999-02-27"
7166,"albumName7166",4095,"1973-10-24"
7167,"albumName7167",185,"2020-05-24"
7168,"albumName7168",1946,"1986-10-17"
7169,"albumName7169",564,"2064-10-05"
7170,"albumName7170",1383,"2021-08-27"
7171,"albumName7171",3138,"2002-07-26"
7172,"albumName7172",643,"1971-04-23"
7173,"albumName7173",3831,"2058-10-04"
7174,"albumName7174",3927,"1987-06-23"
7175,"albumName7175",965,"1974-11-16"
7176,"albumName7176",1067,"1983-09-15"
7177,"albumName7177",636,"1982-10-09"
7178,"albumName7178",2680,"1991-04-17"
7179,"albumName7179",2158,"1991-09-17"
7180,"albumName7180",3205,"2022-07-14"
7181,"albumName7181",3159,"2016-12-11"
7182,"albumName7182",3697,"2054-08-20"
7183,"albumName7183",3124,"1989-07-23"
7184,"albumName7184",3411,"2054-08-01"
7185,"albumName7185",3100,"2056-10-13"
7186,"albumName7186",2182,"2007-03-08"
7187,"albumName7187",1635,"1983-01-16"
7188,"albumName7188",3381,"2013-06-26"
7189,"albumName7189",3296,"2002-08-27"
7190,"albumName7190",1778,"2023-09-08"
7191,"albumName7191",418,"1978-06-15"
7192,"albumName7192",3971,"1981-11-04"
7193,"albumName7193",2853,"1979-06-05"
7194,"albumName7194",1323,"2017-11-03"
7195,"albumName7195",2650,"1973-04-27"
7196,"albumName7196",370,"2055-02-23"
7197,"albumName7197",212,"2003-12-01"
7198,"albumName7198",4203,"2016-09-19"
7199,"albumName7199",1023,"2015-01-22"
7200,"albumName7200",1651,"1994-10-07"
7201,"albumName7201",4837,"2067-06-23"
7202,"albumName7202",1187,"1989-03-28"
7203,"albumName7203",1587,"1976-06-19"
7204,"albumName7204",2129,"1982-01-05"
7205,"albumName7205",718,"1985-09-01"
7206,"albumName7206",2563,"1972-02-18"
7207,"albumName7207",1309,"2012-10-08"
7208,"albumName7208",2325,"2065-10-25"
7209,"albumName7209",3342,"1986-06-09"
7210,"albumName7210",2200,"2003-11-20"
7211,"albumName7211",2337,"1981-04-24"
7212,"albumName7212",630,"1972-12-16"
7213,"albumName7213",1701,"1970-06-25"
7214,"albumName7214",4630,"2055-10-13"
7215,"albumName7215",3262,"1981-10-07"
7216,"albumName7216",468,"2065-04-09"
7217,"albumName7217",873,"2011-01-28"
7218,"albumName7218",3981,"2063-07-12"
7219,"albumName7219",2715,"2062-10-20"
7220,"albumName7220",358,"1984-06-06"
7221,"albumName7221",507,"2059-04-27"
7222,"albumName7222",4551,"1989-01-09"
7223,"albumName7223",1448,"1979-08-26"
7224,"albumName7224",2489,"1975-02-19"
7225,"albumName7225",3874,"1995-04-19"
7226,"albumName7226",4213,"2010-01-15"
7227,"albumName7227",329,"1975-05-19"
7228,"albumName7228",3974,"2060-03-25"
7229,"albumName7229",2693,"1981-01-28"
7230,"albumName7230",2549,"2013-03-02"
7231,"albumName7231",643,"2064-04-15"
7232,"albumName7232",4398,"2053-12-04"
7233,"albumName7233",4897,"1981-04-11"
7234,"albumName7234",147,"2059-01-15"
7235,"albumName7235",2467,"1982-06-13"
7236,"albumName7236",4739,"2007-05-25"
7237,"albumName7237",69,"2061-08-19"
7238,"albumName7238",591,"1987-02-13"
7239,"albumName7239",3937,"1986-03-24"
7240,"albumName7240",1934,"1990-11-02"
7241,"albumName7241",40,"1982-07-18"
7242,"albumName7242",2780,"1978-02-09"
7243,"albumName7243",3107,"1986-03-14"
7244,"albumName7244",2065,"2060-10-02"
7245,"albumName7245",1551,"2013-12-13"
7246,"albumName7246",2881,"2055-03-25"
7247,"albumName7247",3539,"1972-06-12"
7248,"albumName7248",4616,"2022-10-05"
7249,"albumName7249",4433,"1975-05-07"
7250,"albumName7250",2171,"2025-12-22"
7251,"albumName7251",4185,"2067-01-13"
7252,"albumName7252",892,"2020-07-13"
7253,"albumName7253",2347,"2059-12-17"
7254,"albumName7254",4634,"2007-04-07"
7255,"albumName7255",573,"2021-07-09"
7256,"albumName7256",1663,"1984-10-18"
7257,"albumName7257",2592,"2062-08-12"
7258,"albumName7258",3139,"1979-01-23"
7259,"albumName7259",198,"1994-10-10"
7260,"albumName7260",1833,"1988-03-17"
7261,"albumName7261",3428,"2010-08-14"
7262,"albumName7262",2406,"1996-05-19"
7263,"albumName7263",4602,"1981-08-08"
7264,"albumName7264",111,"1975-03-10"
7265,"albumName7265",2231,"2066-01-22"
7266,"albumName7266",945,"2005-06-16"
7267,"albumName7267",3797,"1991-03-18"
7268,"albumName7268",4617,"1994-03-04"
7269,"albumName7269",2943,"2025-11-01"
7270,"albumName7270",2647,"2001-04-17"
7271,"albumName7271",4805,"2052-08-15"
7272,"albumName7272",3851,"1981-11-26"
7273,"albumName7273",2046,"1989-12-07"
7274,"albumName7274",575,"2054-06-09"
7275,"albumName7275",1787,"2019-05-19"
7276,"albumName7276",602,"2011-02-22"
7277,"albumName7277",4362,"1980-02-15"
7278,"albumName7278",3720,"1999-09-22"
7279,"albumName7279",4130,"2014-06-07"
7280,"albumName7280",725,"1981-03-18"
7281,"albumName7281",2207,"2014-11-15"
7282,"albumName7282",4873,"1985-06-05"
7283,"albumName7283",4510,"2009-12-12"
7284,"albumName7284",3187,"1985-06-22"
7285,"albumName7285",3340,"1998-12-16"
7286,"albumName7286",2548,"2012-03-07"
7287,"albumName7287",3645,"2054-06-04"
7288,"albumName7288",1276,"2002-06-23"
7289,"albumName7289",1845,"1978-01-26"
7290,"albumName7290",1345,"2053-05-04"
7291,"albumName7291",1606,"2000-09-13"
7292,"albumName7292",2383,"2019-06-28"
7293,"albumName7293",1639,"2061-01-25"
7294,"albumName7294",4213,"1985-07-02"
7295,"albumName7295",4537,"2064-10-28"
7296,"albumName7296",879,"2022-12-18"
7297,"albumName7297",4818,"2053-10-22"
7298,"albumName7298",4831,"2022-09-09"
7299,"albumName7299",4615,"2025-03-26"
7300,"albumName7300",915,"2017-09-18"
7301,"albumName7301",4493,"1977-03-24"
7302,"albumName7302",2126,"2020-08-12"
7303,"albumName7303",3661,"1988-12-17"
7304,"albumName7304",2629,"2024-07-28"
7305,"albumName7305",4842,"1976-06-17"
7306,"albumName7306",2746,"2060-02-28"
7307,"albumName7307",3255,"2060-08-22"
7308,"albumName7308",1076,"1982-05-07"
7309,"albumName7309",1973,"2001-04-05"
7310,"albumName7310",577,"1985-05-15"
7311,"albumName7311",127,"1985-06-22"
7312,"albumName7312",703,"1994-06-01"
7313,"albumName7313",526,"2053-08-15"
7314,"albumName7314",2991,"1986-03-20"
7315,"albumName7315",148,"2000-04-04"
7316,"albumName7316",561,"2005-04-20"
7317,"albumName7317",3388,"2000-11-28"
7318,"albumName7318",3773,"2005-03-20"
7319,"albumName7319",4168,"2017-05-08"
7320,"albumName7320",4203,"1988-09-20"
7321,"albumName7321",4481,"1979-02-18"
7322,"albumName7322",3260,"1999-05-24"
7323,"albumName7323",3238,"1977-11-09"
7324,"albumName7324",3199,"2015-01-04"
7325,"albumName7325",184,"2065-11-17"
7326,"albumName7326",129,"1989-05-03"
7327,"albumName7327",852,"1971-11-20"
7328,"albumName7328",1223,"1988-05-08"
7329,"albumName7329",2957,"2023-03-23"
7330,"albumName7330",102,"2012-08-23"
7331,"albumName7331",439,"2025-08-08"
7332,"albumName7332",1829,"2001-12-23"
7333,"albumName7333",2631,"1988-03-07"
7334,"albumName7334",3525,"1990-02-24"
7335,"albumName7335",3365,"2009-01-24"
7336,"albumName7336",473,"1971-05-19"
7337,"albumName7337",2272,"2000-09-14"
7338,"albumName7338",2736,"1993-04-17"
7339,"albumName7339",875,"2024-02-18"
7340,"albumName7340",1746,"2014-02-07"
7341,"albumName7341",346,"2010-04-26"
7342,"albumName7342",1005,"1997-12-20"
7343,"albumName7343",3118,"1992-01-20"
7344,"albumName7344",1853,"1997-09-02"
7345,"albumName7345",900,"2063-10-19"
7346,"albumName7346",2612,"2001-03-03"
7347,"albumName7347",159,"2064-04-10"
7348,"albumName7348",662,"2069-05-21"
7349,"albumName7349",4245,"1999-02-13"
7350,"albumName7350",3312,"2019-07-22"
7351,"albumName7351",2817,"1974-01-27"
7352,"albumName7352",4074,"2065-04-19"
7353,"albumName7353",2521,"1986-10-27"
7354,"albumName7354",2369,"1995-12-17"
7355,"albumName7355",4065,"2006-10-06"
7356,"albumName7356",565,"1987-11-20"
7357,"albumName7357",4280,"1998-10-05"
7358,"albumName7358",2590,"2000-06-07"
7359,"albumName7359",191,"1986-03-24"
7360,"albumName7360",679,"1972-10-17"
7361,"albumName7361",3537,"1997-12-23"
7362,"albumName7362",2049,"1995-08-03"
7363,"albumName7363",627,"1970-10-21"
7364,"albumName7364",3586,"2002-11-22"
7365,"albumName7365",1802,"1970-07-28"
7366,"albumName7366",42,"1970-08-22"
7367,"albumName7367",2292,"2002-02-01"
7368,"albumName7368",1841,"1978-04-09"
7369,"albumName7369",702,"1980-05-12"
7370,"albumName7370",2144,"2013-10-10"
7371,"albumName7371",3316,"2023-02-14"
7372,"albumName7372",348,"2056-01-07"
7373,"albumName7373",207,"2015-11-14"
7374,"albumName7374",3308,"2000-03-15"
7375,"albumName7375",3985,"1992-01-02"
7376,"albumName7376",439,"2022-07-13"
7377,"albumName7377",3113,"2001-06-05"
7378,"albumName7378",2202,"2010-02-05"
7379,"albumName7379",4572,"2052-09-28"
7380,"albumName7380",739,"2064-05-10"
7381,"albumName7381",1057,"1997-02-03"
7382,"albumName7382",4306,"1979-09-27"
7383,"albumName7383",4850,"1990-07-20"
7384,"albumName7384",1612,"2025-03-07"
7385,"albumName7385",592,"2001-12-22"
7386,"albumName7386",4351,"2053-05-15"
7387,"albumName7387",4293,"2001-09-06"
7388,"albumName7388",3635,"2061-06-06"
7389,"albumName7389",2922,"2052-09-21"
7390,"albumName7390",1077,"2066-07-27"
7391,"albumName7391",4780,"2060-01-02"
7392,"albumName7392",4491,"1983-04-11"
7393,"albumName7393",936,"2001-07-17"
7394,"albumName7394",3509,"1980-11-08"
7395,"albumName7395",745,"1982-05-08"
7396,"albumName7396",652,"1979-05-20"
7397,"albumName7397",4381,"1983-05-02"
7398,"albumName7398",4245,"1975-04-12"
7399,"albumName7399",1404,"2006-03-14"
7400,"albumName7400",4228,"1985-01-02"
7401,"albumName7401",975,"1983-03-11"
7402,"albumName7402",1952,"1972-08-25"
7403,"albumName7403",4284,"2019-07-06"
7404,"albumName7404",1210,"2000-05-16"
7405,"albumName7405",4848,"2051-12-18"
7406,"albumName7406",101,"2023-01-23"
7407,"albumName7407",4512,"1990-04-09"
7408,"albumName7408",574,"2010-02-03"
7409,"albumName7409",3113,"2063-06-25"
7410,"albumName7410",1915,"2025-06-16"
7411,"albumName7411",740,"2053-03-27"
7412,"albumName7412",4199,"2011-10-28"
7413,"albumName7413",1339,"2023-07-27"
7414,"albumName7414",3011,"1996-08-19"
7415,"albumName7415",1771,"2059-11-17"
7416,"albumName7416",2524,"2060-01-06"
7417,"albumName7417",335,"2056-01-22"
7418,"albumName7418",2645,"1985-10-23"
7419,"albumName7419",3751,"1990-05-16"
7420,"albumName7420",2960,"2065-06-18"
7421,"albumName7421",655,"2009-08-14"
7422,"albumName7422",3183,"1997-03-08"
7423,"albumName7423",3951,"2051-11-15"
7424,"albumName7424",3346,"1982-06-26"
7425,"albumName7425",3725,"2060-04-10"
7426,"albumName7426",4336,"2066-09-13"
7427,"albumName7427",2905,"2069-08-27"
7428,"albumName7428",2318,"1987-01-17"
7429,"albumName7429",2823,"2024-07-26"
7430,"albumName7430",3799,"2023-09-17"
7431,"albumName7431",3044,"1973-03-21"
7432,"albumName7432",3700,"1977-12-01"
7433,"albumName7433",2908,"1996-01-24"
7434,"albumName7434",3631,"2005-03-11"
7435,"albumName7435",3831,"1996-02-28"
7436,"albumName7436",2250,"1992-07-25"
7437,"albumName7437",926,"1986-06-15"
7438,"albumName7438",1124,"2016-11-20"
7439,"albumName7439",44,"2006-08-07"
7440,"albumName7440",505,"2025-06-03"
7441,"albumName7441",3418,"1994-03-21"
7442,"albumName7442",3720,"1977-10-09"
7443,"albumName7443",2654,"1996-05-03"
7444,"albumName7444",3703,"2059-02-07"
7445,"albumName7445",3771,"1972-05-21"
7446,"albumName7446",957,"2015-11-09"
7447,"albumName7447",607,"2019-03-12"
7448,"albumName7448",4308,"1981-02-17"
7449,"albumName7449",924,"1981-01-11"
7450,"albumName7450",3934,"2054-06-28"
7451,"albumName7451",2044,"2068-11-02"
7452,"albumName7452",1151,"1987-12-06"
7453,"albumName7453",435,"2064-02-18"
7454,"albumName7454",95,"1974-08-07"
7455,"albumName7455",4358,"2023-05-08"
7456,"albumName7456",2603,"2065-11-14"
7457,"albumName7457",4326,"1977-10-04"
7458,"albumName7458",1840,"2016-04-28"
7459,"albumName7459",2927,"1991-03-28"
7460,"albumName7460",705,"2064-10-02"
7461,"albumName7461",1646,"2014-01-03"
7462,"albumName7462",2718,"1985-12-25"
7463,"albumName7463",2026,"1970-10-13"
7464,"albumName7464",1155,"1990-07-22"
7465,"albumName7465",1087,"1973-03-25"
7466,"albumName7466",3129,"1986-06-28"
7467,"albumName7467",885,"1988-08-17"
7468,"albumName7468",2994,"2064-09-10"
7469,"albumName7469",3377,"1971-11-01"
7470,"albumName7470",580,"1974-05-01"
7471,"albumName7471",4412,"1992-10-12"
7472,"albumName7472",4130,"2015-09-14"
7473,"albumName7473",1092,"2014-09-15"
7474,"albumName7474",3793,"2003-01-07"
7475,"albumName7475",528,"1980-01-15"
7476,"albumName7476",2678,"1986-06-28"
7477,"albumName7477",2750,"2068-07-04"
7478,"albumName7478",3509,"2003-07-21"
7479,"albumName7479",313,"2019-08-01"
7480,"albumName7480",2419,"2054-03-27"
7481,"albumName7481",1341,"2056-08-07"
7482,"albumName7482",2173,"1991-11-27"
7483,"albumName7483",3257,"1976-07-09"
7484,"albumName7484",2873,"2065-09-27"
7485,"albumName7485",4669,"2004-12-23"
7486,"albumName7486",2292,"1981-08-13"
7487,"albumName7487",4081,"1987-11-28"
7488,"albumName7488",179,"2053-12-11"
7489,"albumName7489",3741,"1983-12-09"
7490,"albumName7490",76,"1982-09-08"
7491,"albumName7491",1545,"2017-07-27"
7492,"albumName7492",4355,"2013-07-28"
7493,"albumName7493",1707,"1986-02-15"
7494,"albumName7494",2485,"1993-05-08"
7495,"albumName7495",4759,"1996-06-08"
7496,"albumName7496",2875,"1972-07-23"
7497,"albumName7497",3737,"2069-09-25"
7498,"albumName7498",776,"1985-10-27"
7499,"albumName7499",2372,"1998-07-20"
7500,"albumName7500",961,"1993-06-12"
7501,"albumName7501",2897,"2004-11-11"
7502,"albumName7502",3644,"2012-05-13"
7503,"albumName7503",3647,"1991-07-03"
7504,"albumName7504",269,"1987-10-17"
7505,"albumName7505",2160,"2014-08-19"
7506,"albumName7506",1160,"1998-09-21"
7507,"albumName7507",3343,"1973-10-23"
7508,"albumName7508",1136,"1976-09-28"
7509,"albumName7509",4608,"1998-06-21"
7510,"albumName7510",854,"2023-08-12"
7511,"albumName7511",56,"2067-09-25"
7512,"albumName7512",808,"2012-03-07"
7513,"albumName7513",2082,"2061-05-02"
7514,"albumName7514",3089,"2065-10-06"
7515,"albumName7515",884,"2016-10-08"
7516,"albumName7516",2544,"2014-12-08"
7517,"albumName7517",4352,"1986-07-26"
7518,"albumName7518",4772,"2014-12-23"
7519,"albumName7519",680,"2054-06-28"
7520,"albumName7520",1277,"2063-08-18"
7521,"albumName7521",516,"2058-07-15"
7522,"albumName7522",703,"2067-02-02"
7523,"albumName7523",3972,"2065-10-01"
7524,"albumName7524",1649,"1991-07-13"
7525,"albumName7525",3697,"2010-05-04"
7526,"albumName7526",310,"1995-10-20"
7527,"albumName7527",984,"1985-05-06"
7528,"albumName7528",452,"1990-10-10"
7529,"albumName7529",1980,"1970-05-28"
7530,"albumName7530",4516,"2054-06-07"
7531,"albumName7531",4001,"1992-01-07"
7532,"albumName7532",1787,"2025-09-28"
7533,"albumName7533",1196,"1978-03-14"
7534,"albumName7534",540,"2001-06-03"
7535,"albumName7535",698,"1981-10-28"
7536,"albumName7536",3972,"2055-02-18"
7537,"albumName7537",271,"1987-06-08"
7538,"albumName7538",3412,"2005-04-27"
7539,"albumName7539",2959,"1981-06-01"
7540,"albumName7540",4203,"2001-05-19"
7541,"albumName7541",2246,"2006-03-18"
7542,"albumName7542",1530,"2021-01-18"
7543,"albumName7543",1165,"2018-11-02"
7544,"albumName7544",4672,"1997-09-27"
7545,"albumName7545",2774,"1990-06-08"
7546,"albumName7546",2414,"1977-09-15"
7547,"albumName7547",2295,"1993-11-09"
7548,"albumName7548",4756,"2021-02-04"
7549,"albumName7549",2243,"1975-12-15"
7550,"albumName7550",1374,"1973-06-23"
7551,"albumName7551",643,"1976-12-20"
7552,"albumName7552",2311,"1997-05-27"
7553,"albumName7553",140,"1988-10-21"
7554,"albumName7554",1310,"1976-04-02"
7555,"albumName7555",1406,"2060-05-25"
7556,"albumName7556",4760,"1979-01-15"
7557,"albumName7557",4650,"2015-02-17"
7558,"albumName7558",3513,"1983-03-05"
7559,"albumName7559",3024,"2066-04-10"
7560,"albumName7560",3707,"1991-04-26"
7561,"albumName7561",3256,"2005-01-07"
7562,"albumName7562",1908,"1991-08-21"
7563,"albumName7563",929,"2001-01-03"
7564,"albumName7564",4326,"1992-01-08"
7565,"albumName7565",3818,"2057-03-15"
7566,"albumName7566",4035,"2068-08-02"
7567,"albumName7567",4672,"2067-05-24"
7568,"albumName7568",121,"2024-01-10"
7569,"albumName7569",3692,"2006-04-18"
7570,"albumName7570",1671,"2013-06-22"
7571,"albumName7571",4062,"2019-10-22"
7572,"albumName7572",3060,"2012-08-15"
7573,"albumName7573",3804,"1996-05-17"
7574,"albumName7574",1833,"2011-04-26"
7575,"albumName7575",4682,"2016-06-04"
7576,"albumName7576",4238,"2017-02-19"
7577,"albumName7577",567,"2056-08-05"
7578,"albumName7578",2566,"1976-06-21"
7579,"albumName7579",1861,"2057-09-11"
7580,"albumName7580",4732,"2024-05-20"
7581,"albumName7581",3197,"2014-05-18"
7582,"albumName7582",4026,"2024-03-20"
7583,"albumName7583",3097,"2003-08-28"
7584,"albumName7584",211,"1980-08-26"
7585,"albumName7585",991,"2017-03-07"
7586,"albumName7586",3654,"1981-01-22"
7587,"albumName7587",3209,"2005-02-06"
7588,"albumName7588",285,"1992-07-12"
7589,"albumName7589",927,"2025-01-16"
7590,"albumName7590",3579,"2001-12-17"
7591,"albumName7591",3222,"2063-07-15"
7592,"albumName7592",757,"1985-01-09"
7593,"albumName7593",3235,"2015-12-22"
7594,"albumName7594",2862,"2009-07-10"
7595,"albumName7595",4765,"2009-06-19"
7596,"albumName7596",2887,"1990-06-07"
7597,"albumName7597",4520,"2021-11-18"
7598,"albumName7598",2172,"2003-08-23"
7599,"albumName7599",214,"1972-02-26"
7600,"albumName7600",4750,"1998-01-25"
7601,"albumName7601",3070,"2058-12-16"
7602,"albumName7602",4307,"2023-03-23"
7603,"albumName7603",1636,"2008-10-06"
7604,"albumName7604",2437,"1985-03-03"
7605,"albumName7605",1830,"1990-12-13"
7606,"albumName7606",749,"1977-04-09"
7607,"albumName7607",3130,"2004-01-01"
7608,"albumName7608",3282,"1974-03-19"
7609,"albumName7609",3230,"2014-10-21"
7610,"albumName7610",1766,"1994-07-07"
7611,"albumName7611",1210,"1989-08-11"
7612,"albumName7612",3025,"2015-04-11"
7613,"albumName7613",1767,"1994-11-22"
7614,"albumName7614",1713,"2006-08-13"
7615,"albumName7615",4323,"2021-04-02"
7616,"albumName7616",410,"1978-09-02"
7617,"albumName7617",4521,"1980-02-25"
7618,"albumName7618",4591,"2051-01-20"
7619,"albumName7619",1857,"2069-10-01"
7620,"albumName7620",1835,"2003-03-13"
7621,"albumName7621",3833,"2056-12-12"
7622,"albumName7622",3254,"1990-12-17"
7623,"albumName7623",842,"2057-08-28"
7624,"albumName7624",2324,"1982-09-01"
7625,"albumName7625",4311,"1980-06-14"
7626,"albumName7626",1893,"1994-05-12"
7627,"albumName7627",588,"2055-10-05"
7628,"albumName7628",3147,"2056-09-14"
7629,"albumName7629",355,"1972-03-20"
7630,"albumName7630",1295,"2020-07-26"
7631,"albumName7631",770,"2002-07-26"
7632,"albumName7632",3455,"2062-02-11"
7633,"albumName7633",1160,"2019-07-13"
7634,"albumName7634",3637,"2051-03-22"
7635,"albumName7635",187,"2059-07-27"
7636,"albumName7636",1184,"2056-02-16"
7637,"albumName7637",163,"1991-08-13"
7638,"albumName7638",4099,"1976-10-06"
7639,"albumName7639",3854,"1994-07-06"
7640,"albumName7640",2424,"1974-06-01"
7641,"albumName7641",397,"1970-08-05"
7642,"albumName7642",100,"2052-11-05"
7643,"albumName7643",958,"1971-02-20"
7644,"albumName7644",1271,"1973-06-20"
7645,"albumName7645",2766,"1993-02-17"
7646,"albumName7646",2953,"1997-05-01"
7647,"albumName7647",570,"2016-07-14"
7648,"albumName7648",674,"2012-05-08"
7649,"albumName7649",4338,"2020-01-11"
7650,"albumName7650",110,"2051-12-07"
7651,"albumName7651",576,"2060-09-13"
7652,"albumName7652",4033,"1970-09-06"
7653,"albumName7653",1017,"1992-07-03"
7654,"albumName7654",4103,"2006-11-23"
7655,"albumName7655",4273,"2068-06-18"
7656,"albumName7656",1775,"2067-09-06"
7657,"albumName7657",3330,"2054-02-22"
7658,"albumName7658",1203,"2005-03-28"
7659,"albumName7659",4691,"2010-11-19"
7660,"albumName7660",3349,"2052-01-03"
7661,"albumName7661",4371,"1998-10-07"
7662,"albumName7662",4266,"1985-11-28"
7663,"albumName7663",3876,"2057-05-17"
7664,"albumName7664",664,"2055-04-06"
7665,"albumName7665",1454,"1994-05-15"
7666,"albumName7666",2292,"2017-06-03"
7667,"albumName7667",2616,"1976-11-18"
7668,"albumName7668",1412,"1970-05-28"
7669,"albumName7669",4328,"1980-06-23"
7670,"albumName7670",2965,"2005-06-09"
7671,"albumName7671",367,"2055-01-04"
7672,"albumName7672",3433,"1978-10-20"
7673,"albumName7673",2375,"2015-11-28"
7674,"albumName7674",2348,"2056-05-25"
7675,"albumName7675",3001,"1983-07-12"
7676,"albumName7676",4767,"1999-08-08"
7677,"albumName7677",1832,"2062-07-22"
7678,"albumName7678",1659,"1995-11-27"
7679,"albumName7679",2172,"2064-02-16"
7680,"albumName7680",883,"2017-04-17"
7681,"albumName7681",1442,"2000-02-20"
7682,"albumName7682",3506,"1982-12-17"
7683,"albumName7683",184,"1974-01-03"
7684,"albumName7684",4464,"2008-08-01"
7685,"albumName7685",2862,"2059-06-21"
7686,"albumName7686",2108,"2010-01-16"
7687,"albumName7687",3292,"1992-07-16"
7688,"albumName7688",454,"2002-11-03"
7689,"albumName7689",1182,"2014-12-13"
7690,"albumName7690",4566,"1987-02-20"
7691,"albumName7691",999,"1994-11-25"
7692,"albumName7692",1506,"2011-12-03"
7693,"albumName7693",2457,"1984-03-18"
7694,"albumName7694",1261,"2012-10-28"
7695,"albumName7695",1995,"1999-12-19"
7696,"albumName7696",4330,"2060-05-24"
7697,"albumName7697",2433,"1981-03-23"
7698,"albumName7698",3736,"2010-05-27"
7699,"albumName7699",4133,"2014-11-11"
7700,"albumName7700",430,"1972-04-10"
7701,"albumName7701",1231,"2018-12-09"
7702,"albumName7702",4241,"2010-08-01"
7703,"albumName7703",2587,"1995-08-18"
7704,"albumName7704",4344,"1998-01-21"
7705,"albumName7705",446,"1978-02-12"
7706,"albumName7706",4822,"2060-08-19"
7707,"albumName7707",4225,"1997-02-06"
7708,"albumName7708",2147,"2019-09-02"
7709,"albumName7709",739,"1994-11-26"
7710,"albumName7710",3149,"2021-03-07"
7711,"albumName7711",3360,"2008-11-19"
7712,"albumName7712",4187,"1979-10-11"
7713,"albumName7713",4702,"1987-02-24"
7714,"albumName7714",4635,"1999-07-25"
7715,"albumName7715",4181,"1993-08-12"
7716,"albumName7716",4458,"1976-12-19"
7717,"albumName7717",904,"2054-09-17"
7718,"albumName7718",764,"2010-05-19"
7719,"albumName7719",3513,"2025-09-06"
7720,"albumName7720",2601,"2069-10-14"
7721,"albumName7721",2541,"2059-02-03"
7722,"albumName7722",3247,"2059-07-20"
7723,"albumName7723",4490,"2064-04-16"
7724,"albumName7724",3585,"1992-02-22"
7725,"albumName7725",1807,"2018-11-25"
7726,"albumName7726",3562,"2020-07-05"
7727,"albumName7727",592,"2024-08-22"
7728,"albumName7728",3112,"2003-05-04"
7729,"albumName7729",2947,"1988-09-10"
7730,"albumName7730",3013,"1990-02-23"
7731,"albumName7731",4741,"2067-08-05"
7732,"albumName7732",4271,"2053-03-19"
7733,"albumName7733",1711,"1988-01-27"
7734,"albumName7734",4665,"1995-02-24"
7735,"albumName7735",4249,"2069-10-07"
7736,"albumName7736",1582,"1975-07-26"
7737,"albumName7737",2379,"1982-07-14"
7738,"albumName7738",4364,"1973-11-07"
7739,"albumName7739",3802,"2000-04-03"
7740,"albumName7740",4048,"1986-07-27"
7741,"albumName7741",4899,"2009-02-06"
7742,"albumName7742",24,"2065-11-06"
7743,"albumName7743",2688,"1979-07-27"
7744,"albumName7744",2709,"1995-02-20"
7745,"albumName7745",2537,"1974-03-01"
7746,"albumName7746",3122,"2018-03-25"
7747,"albumName7747",519,"1978-09-14"
7748,"albumName7748",19,"1994-04-13"
7749,"albumName7749",1091,"2015-11-01"
7750,"albumName7750",3498,"2058-09-01"
7751,"albumName7751",4262,"2065-02-10"
7752,"albumName7752",1631,"2018-10-17"
7753,"albumName7753",1215,"1971-02-24"
7754,"albumName7754",1066,"1998-02-19"
7755,"albumName7755",4864,"2025-12-20"
7756,"albumName7756",193,"1976-02-10"
7757,"albumName7757",1361,"2023-02-22"
7758,"albumName7758",4752,"1974-02-26"
7759,"albumName7759",1845,"2000-07-25"
7760,"albumName7760",2015,"2067-03-26"
7761,"albumName7761",4058,"2023-09-11"
7762,"albumName7762",1444,"1972-12-23"
7763,"albumName7763",4114,"2053-06-07"
7764,"albumName7764",2230,"2022-07-16"
7765,"albumName7765",3287,"1990-08-26"
7766,"albumName7766",3052,"2001-12-08"
7767,"albumName7767",2879,"2054-02-12"
7768,"albumName7768",1633,"2057-03-20"
7769,"albumName7769",3260,"1978-03-24"
7770,"albumName7770",1419,"1996-05-03"
7771,"albumName7771",1427,"2056-08-12"
