"a_artistid","a_artistname","a_country","a_genre","a_userid"
3785,"artistName3785","GERMANY","Rock",7700
3786,"artistName3786","GERMANY","Rock",7708
3787,"artistName3787","GERMANY","Country",7711
3788,"artistName3788","GERMANY","Hip Hop",7713
3789,"artistName3789","MEXICO","Jazz",7714
3790,"artistName3790","MEXICO","Reggae",7715
3791,"artistName3791","MEXICO","Pop",7718
3792,"artistName3792","CHINA","Classical",7723
3793,"artistName3793","RUSSIA","Blues",7726
3794,"artistName3794","CANADA","Jazz",7727
3795,"artistName3795","MEXICO","Rock",7729
3796,"artistName3796","GERMANY","Pop",7730
3797,"artistName3797","USA","Electronic",7732
3798,"artistName3798","USA","Pop",7733
3799,"artistName3799","CANADA","Blues",7735
3800,"artistName3800","CHINA","Hip Hop",7739
3801,"artistName3801","RUSSIA","Pop",7740
3802,"artistName3802","CHINA","Country",7741
3803,"artistName3803","RUSSIA","Metal",7743
3804,"artistName3804","RUSSIA","Hip Hop",7745
3805,"artistName3805","MEXICO","Blues",7749
3806,"artistName3806","GERMANY","Country",7750
3807,"artistName3807","MEXICO","Hip Hop",7752
3808,"artistName3808","CHINA","Hip Hop",7754
3809,"artistName3809","USA","Electronic",7755
3810,"artistName3810","CHINA","Hip Hop",7757
3811,"artistName3811","MEXICO","Blues",7758
3812,"artistName3812","CHINA","Hip Hop",7760
3813,"artistName3813","USA","Classical",7761
3814,"artistName3814","RUSSIA","Classical",7762
3815,"artistName3815","MEXICO","Hip Hop",7764
3816,"artistName3816","MEXICO","Reggae",7766
3817,"artistName3817","GERMANY","Country",7768
3818,"artistName3818","MEXICO","Country",7769
3819,"artistName3819","MEXICO","Electronic",7770
3820,"artistName3820","USA","Metal",7771
3821,"artistName3821","RUSSIA","Hip Hop",7772
3822,"artistName3822","AUSTRALIA","Rock",7774
3823,"artistName3823","CANADA","Electronic",7775
3824,"artistName3824","AUSTRALIA","Blues",7778
3825,"artistName3825","USA","Electronic",7781
3826,"artistName3826","MEXICO","Classical",7782
3827,"artistName3827","USA","Metal",7785
3828,"artistName3828","USA","Electronic",7786
3829,"artistName3829","CANADA","Rock",7789
3830,"artistName3830","GERMANY","Country",7790
3831,"artistName3831","GERMANY","Metal",7791
3832,"artistName3832","GERMANY","Electronic",7792
3833,"artistName3833","MEXICO","Pop",7798
3834,"artistName3834","CANADA","Metal",7799
3835,"artistName3835","GERMANY","Rock",7803
3836,"artistName3836","CHINA","Rock",7807
3837,"artistName3837","GERMANY","Classical",7808
3838,"artistName3838","GERMANY","Pop",7809
3839,"artistName3839","CHINA","Jazz",7810
3840,"artistName3840","RUSSIA","Pop",7813
3841,"artistName3841","GERMANY","Reggae",7814
3842,"artistName3842","CHINA","Reggae",7815
3843,"artistName3843","USA","Blues",7816
3844,"artistName3844","CANADA","Pop",7817
3845,"artistName3845","MEXICO","Electronic",7818
3846,"artistName3846","AUSTRALIA","Metal",7819
3847,"artistName3847","CANADA","Hip Hop",7820
3848,"artistName3848","AUSTRALIA","Electronic",7821
3849,"artistName3849","USA","Classical",7823
3850,"artistName3850","GERMANY","Rock",7826
3851,"artistName3851","AUSTRALIA","Country",7829
3852,"artistName3852","GERMANY","Classical",7832
3853,"artistName3853","CANADA","Pop",7836
3854,"artistName3854","CHINA","Pop",7837
3855,"artistName3855","RUSSIA","Classical",7838
3856,"artistName3856","MEXICO","Classical",7839
3857,"artistName3857","AUSTRALIA","Jazz",7842
3858,"artistName3858","AUSTRALIA","Reggae",7843
3859,"artistName3859","GERMANY","Classical",7845
3860,"artistName3860","CANADA","Classical",7846
3861,"artistName3861","USA","Rock",7848
3862,"artistName3862","CHINA","Electronic",7849
3863,"artistName3863","CHINA","Blues",7850
3864,"artistName3864","RUSSIA","Rock",7851
3865,"artistName3865","AUSTRALIA","Jazz",7852
3866,"artistName3866","USA","Hip Hop",7856
3867,"artistName3867","RUSSIA","Jazz",7858
3868,"artistName3868","AUSTRALIA","Metal",7860
3869,"artistName3869","CANADA","Pop",7862
3870,"artistName3870","CANADA","Electronic",7863
3871,"artistName3871","CHINA","Metal",7866
3872,"artistName3872","USA","Blues",7867
3873,"artistName3873","RUSSIA","Jazz",7868
3874,"artistName3874","USA","Classical",7869
3875,"artistName3875","CHINA","Country",7871
3876,"artistName3876","CANADA","Classical",7872
3877,"artistName3877","GERMANY","Blues",7873
3878,"artistName3878","GERMANY","Metal",7877
3879,"artistName3879","AUSTRALIA","Electronic",7878
3880,"artistName3880","MEXICO","Electronic",7879
3881,"artistName3881","RUSSIA","Country",7884
3882,"artistName3882","RUSSIA","Blues",7886
3883,"artistName3883","USA","Rock",7888
3884,"artistName3884","CHINA","Rock",7889
3885,"artistName3885","CHINA","Reggae",7890
3886,"artistName3886","RUSSIA","Jazz",7893
3887,"artistName3887","CANADA","Metal",7896
3888,"artistName3888","MEXICO","Rock",7897
3889,"artistName3889","GERMANY","Country",7900
3890,"artistName3890","AUSTRALIA","Metal",7901
3891,"artistName3891","GERMANY","Reggae",7903
3892,"artistName3892","AUSTRALIA","Rock",7909
3893,"artistName3893","CANADA","Rock",7910
3894,"artistName3894","CHINA","Electronic",7911
3895,"artistName3895","USA","Rock",7912
3896,"artistName3896","CHINA","Rock",7913
3897,"artistName3897","GERMANY","Electronic",7914
3898,"artistName3898","GERMANY","Electronic",7917
3899,"artistName3899","GERMANY","Metal",7920
3900,"artistName3900","GERMANY","Metal",7924
3901,"artistName3901","USA","Jazz",7925
3902,"artistName3902","CHINA","Reggae",7926
3903,"artistName3903","MEXICO","Electronic",7927
3904,"artistName3904","CHINA","Metal",7928
3905,"artistName3905","MEXICO","Hip Hop",7931
3906,"artistName3906","AUSTRALIA","Blues",7933
3907,"artistName3907","USA","Electronic",7934
3908,"artistName3908","RUSSIA","Rock",7935
3909,"artistName3909","GERMANY","Electronic",7936
3910,"artistName3910","GERMANY","Country",7939
3911,"artistName3911","GERMANY","Metal",7940
3912,"artistName3912","CHINA","Reggae",7943
3913,"artistName3913","AUSTRALIA","Reggae",7945
3914,"artistName3914","MEXICO","Classical",7946
3915,"artistName3915","RUSSIA","Electronic",7948
3916,"artistName3916","MEXICO","Pop",7951
3917,"artistName3917","CANADA","Reggae",7955
3918,"artistName3918","RUSSIA","Jazz",7956
3919,"artistName3919","USA","Blues",7964
3920,"artistName3920","AUSTRALIA","Blues",7965
3921,"artistName3921","MEXICO","Reggae",7967
3922,"artistName3922","USA","Hip Hop",7970
3923,"artistName3923","RUSSIA","Rock",7971
3924,"artistName3924","AUSTRALIA","Pop",7977
3925,"artistName3925","CHINA","Rock",7979
3926,"artistName3926","CANADA","Hip Hop",7980
3927,"artistName3927","GERMANY","Jazz",7981
3928,"artistName3928","USA","Pop",7982
3929,"artistName3929","USA","Jazz",7984
3930,"artistName3930","AUSTRALIA","Metal",7993
3931,"artistName3931","AUSTRALIA","Reggae",7994
3932,"artistName3932","CHINA","Blues",7995
3933,"artistName3933","AUSTRALIA","Pop",7996
3934,"artistName3934","CHINA","Classical",7997
3935,"artistName3935","AUSTRALIA","Jazz",7998
3936,"artistName3936","RUSSIA","Pop",8000
3937,"artistName3937","MEXICO","Reggae",8002
3938,"artistName3938","RUSSIA","Metal",8005
3939,"artistName3939","CHINA","Hip Hop",8006
3940,"artistName3940","CANADA","Jazz",8009
3941,"artistName3941","GERMANY","Country",8014
3942,"artistName3942","GERMANY","Reggae",8018
3943,"artistName3943","CANADA","Pop",8019
3944,"artistName3944","RUSSIA","Jazz",8020
3945,"artistName3945","RUSSIA","Electronic",8021
3946,"artistName3946","GERMANY","Electronic",8022
3947,"artistName3947","USA","Hip Hop",8023
3948,"artistName3948","RUSSIA","Pop",8027
3949,"artistName3949","USA","Blues",8028
3950,"artistName3950","CHINA","Metal",8031
3951,"artistName3951","USA","Reggae",8032
3952,"artistName3952","CHINA","Rock",8040
3953,"artistName3953","MEXICO","Country",8044
3954,"artistName3954","RUSSIA","Pop",8046
3955,"artistName3955","RUSSIA","Country",8047
3956,"artistName3956","AUSTRALIA","Electronic",8050
3957,"artistName3957","RUSSIA","Blues",8052
3958,"artistName3958","AUSTRALIA","Pop",8053
3959,"artistName3959","CHINA","Hip Hop",8054
3960,"artistName3960","GERMANY","Blues",8055
3961,"artistName3961","CHINA","Electronic",8056
3962,"artistName3962","AUSTRALIA","Rock",8059
3963,"artistName3963","MEXICO","Hip Hop",8060
3964,"artistName3964","CHINA","Electronic",8062
3965,"artistName3965","GERMANY","Electronic",8064
3966,"artistName3966","MEXICO","Electronic",8065
3967,"artistName3967","USA","Reggae",8069
3968,"artistName3968","CANADA","Pop",8071
3969,"artistName3969","GERMANY","Reggae",8072
3970,"artistName3970","RUSSIA","Hip Hop",8073
3971,"artistName3971","CANADA","Blues",8075
3972,"artistName3972","USA","Jazz",8076
3973,"artistName3973","CHINA","Classical",8077
3974,"artistName3974","RUSSIA","Rock",8079
3975,"artistName3975","USA","Pop",8084
3976,"artistName3976","RUSSIA","Jazz",8086
3977,"artistName3977","CHINA","Jazz",8088
3978,"artistName3978","CANADA","Metal",8089
3979,"artistName3979","USA","Hip Hop",8093
3980,"artistName3980","GERMANY","Rock",8094
3981,"artistName3981","CANADA","Electronic",8096
3982,"artistName3982","GERMANY","Metal",8097
3983,"artistName3983","CANADA","Country",8099
3984,"artistName3984","AUSTRALIA","Rock",8100
3985,"artistName3985","GERMANY","Reggae",8101
3986,"artistName3986","RUSSIA","Pop",8103
3987,"artistName3987","CHINA","Electronic",8104
3988,"artistName3988","GERMANY","Classical",8107
3989,"artistName3989","USA","Pop",8108
3990,"artistName3990","GERMANY","Reggae",8110
3991,"artistName3991","USA","Rock",8114
3992,"artistName3992","CANADA","Rock",8119
3993,"artistName3993","USA","Hip Hop",8120
3994,"artistName3994","RUSSIA","Reggae",8122
3995,"artistName3995","USA","Metal",8125
3996,"artistName3996","GERMANY","Electronic",8130
3997,"artistName3997","RUSSIA","Classical",8132
3998,"artistName3998","CHINA","Rock",8134
3999,"artistName3999","RUSSIA","Country",8135
4000,"artistName4000","AUSTRALIA","Hip Hop",8138
4001,"artistName4001","USA","Blues",8139
4002,"artistName4002","RUSSIA","Reggae",8141
4003,"artistName4003","CANADA","Metal",8144
4004,"artistName4004","MEXICO","Electronic",8145
4005,"artistName4005","MEXICO","Classical",8147
4006,"artistName4006","AUSTRALIA","Blues",8151
4007,"artistName4007","AUSTRALIA","Jazz",8152
4008,"artistName4008","CANADA","Metal",8155
4009,"artistName4009","CHINA","Jazz",8158
4010,"artistName4010","RUSSIA","Country",8159
4011,"artistName4011","RUSSIA","Blues",8160
4012,"artistName4012","USA","Reggae",8161
4013,"artistName4013","MEXICO","Classical",8166
4014,"artistName4014","CANADA","Reggae",8169
4015,"artistName4015","GERMANY","Metal",8171
4016,"artistName4016","RUSSIA","Rock",8172
4017,"artistName4017","USA","Jazz",8174
4018,"artistName4018","USA","Pop",8177
4019,"artistName4019","GERMANY","Blues",8181
4020,"artistName4020","AUSTRALIA","Rock",8182
4021,"artistName4021","USA","Country",8183
4022,"artistName4022","CANADA","Jazz",8184
4023,"artistName4023","GERMANY","Jazz",8185
4024,"artistName4024","RUSSIA","Hip Hop",8186
4025,"artistName4025","CHINA","Classical",8192
4026,"artistName4026","MEXICO","Electronic",8194
4027,"artistName4027","GERMANY","Reggae",8195
4028,"artistName4028","AUSTRALIA","Rock",8199
4029,"artistName4029","AUSTRALIA","Blues",8201
4030,"artistName4030","CANADA","Jazz",8204
4031,"artistName4031","CHINA","Reggae",8205
4032,"artistName4032","AUSTRALIA","Country",8209
4033,"artistName4033","MEXICO","Electronic",8211
4034,"artistName4034","RUSSIA","Pop",8212
4035,"artistName4035","GERMANY","Classical",8216
4036,"artistName4036","CHINA","Hip Hop",8217
4037,"artistName4037","CANADA","Pop",8218
4038,"artistName4038","RUSSIA","Blues",8220
4039,"artistName4039","RUSSIA","Pop",8222
4040,"artistName4040","CANADA","Country",8223
4041,"artistName4041","CANADA","Rock",8225
4042,"artistName4042","USA","Metal",8226
4043,"artistName4043","AUSTRALIA","Country",8229
4044,"artistName4044","GERMANY","Hip Hop",8230
4045,"artistName4045","RUSSIA","Electronic",8231
4046,"artistName4046","CANADA","Metal",8233
4047,"artistName4047","CHINA","Reggae",8234
4048,"artistName4048","AUSTRALIA","Classical",8236
4049,"artistName4049","MEXICO","Classical",8237
4050,"artistName4050","USA","Jazz",8238
4051,"artistName4051","RUSSIA","Classical",8240
4052,"artistName4052","CHINA","Classical",8242
4053,"artistName4053","CHINA","Reggae",8243
4054,"artistName4054","AUSTRALIA","Hip Hop",8245
4055,"artistName4055","CANADA","Reggae",8247
4056,"artistName4056","AUSTRALIA","Rock",8254
4057,"artistName4057","GERMANY","Classical",8255
4058,"artistName4058","GERMANY","Rock",8256
4059,"artistName4059","AUSTRALIA","Country",8259
4060,"artistName4060","GERMANY","Reggae",8261
4061,"artistName4061","CHINA","Jazz",8263
4062,"artistName4062","AUSTRALIA","Pop",8267
4063,"artistName4063","AUSTRALIA","Pop",8268
4064,"artistName4064","CANADA","Pop",8269
4065,"artistName4065","MEXICO","Jazz",8270
4066,"artistName4066","CANADA","Jazz",8271
4067,"artistName4067","CHINA","Hip Hop",8273
4068,"artistName4068","GERMANY","Metal",8274
4069,"artistName4069","AUSTRALIA","Blues",8275
4070,"artistName4070","AUSTRALIA","Reggae",8278
4071,"artistName4071","USA","Rock",8280
4072,"artistName4072","CANADA","Metal",8282
4073,"artistName4073","CANADA","Pop",8283
4074,"artistName4074","AUSTRALIA","Rock",8290
4075,"artistName4075","RUSSIA","Country",8293
4076,"artistName4076","AUSTRALIA","Blues",8297
4077,"artistName4077","RUSSIA","Hip Hop",8298
4078,"artistName4078","MEXICO","Electronic",8300
4079,"artistName4079","CANADA","Classical",8302
4080,"artistName4080","USA","Blues",8303
4081,"artistName4081","CHINA","Country",8304
4082,"artistName4082","AUSTRALIA","Pop",8305
4083,"artistName4083","USA","Pop",8306
4084,"artistName4084","USA","Reggae",8308
4085,"artistName4085","CHINA","Electronic",8312
4086,"artistName4086","CANADA","Metal",8313
4087,"artistName4087","USA","Metal",8316
4088,"artistName4088","AUSTRALIA","Country",8317
4089,"artistName4089","AUSTRALIA","Pop",8319
4090,"artistName4090","GERMANY","Classical",8321
4091,"artistName4091","CHINA","Rock",8322
4092,"artistName4092","RUSSIA","Country",8323
4093,"artistName4093","GERMANY","Reggae",8324
4094,"artistName4094","GERMANY","Jazz",8325
4095,"artistName4095","AUSTRALIA","Metal",8326
4096,"artistName4096","GERMANY","Hip Hop",8327
4097,"artistName4097","CHINA","Reggae",8328
4098,"artistName4098","MEXICO","Country",8329
4099,"artistName4099","CHINA","Rock",8331
4100,"artistName4100","RUSSIA","Blues",8332
4101,"artistName4101","RUSSIA","Blues",8333
4102,"artistName4102","USA","Reggae",8334
4103,"artistName4103","MEXICO","Rock",8338
4104,"artistName4104","CHINA","Classical",8339
4105,"artistName4105","MEXICO","Blues",8340
4106,"artistName4106","GERMANY","Country",8341
4107,"artistName4107","CANADA","Country",8342
4108,"artistName4108","CANADA","Hip Hop",8343
4109,"artistName4109","RUSSIA","Pop",8344
4110,"artistName4110","CHINA","Metal",8346
4111,"artistName4111","USA","Country",8351
4112,"artistName4112","GERMANY","Reggae",8352
4113,"artistName4113","MEXICO","Classical",8353
4114,"artistName4114","MEXICO","Hip Hop",8355
4115,"artistName4115","CANADA","Jazz",8357
4116,"artistName4116","GERMANY","Hip Hop",8358
4117,"artistName4117","USA","Classical",8359
4118,"artistName4118","AUSTRALIA","Rock",8361
4119,"artistName4119","USA","Jazz",8362
4120,"artistName4120","MEXICO","Hip Hop",8363
4121,"artistName4121","RUSSIA","Classical",8367
4122,"artistName4122","AUSTRALIA","Jazz",8368
4123,"artistName4123","MEXICO","Reggae",8369
4124,"artistName4124","USA","Electronic",8371
4125,"artistName4125","AUSTRALIA","Blues",8372
4126,"artistName4126","RUSSIA","Blues",8374
4127,"artistName4127","CHINA","Pop",8375
4128,"artistName4128","USA","Country",8376
4129,"artistName4129","MEXICO","Jazz",8386
4130,"artistName4130","AUSTRALIA","Reggae",8391
4131,"artistName4131","RUSSIA","Rock",8393
4132,"artistName4132","USA","Rock",8396
4133,"artistName4133","USA","Electronic",8399
4134,"artistName4134","GERMANY","Rock",8400
4135,"artistName4135","AUSTRALIA","Hip Hop",8404
4136,"artistName4136","CHINA","Jazz",8405
4137,"artistName4137","MEXICO","Classical",8409
4138,"artistName4138","GERMANY","Pop",8414
4139,"artistName4139","USA","Reggae",8417
4140,"artistName4140","RUSSIA","Classical",8419
4141,"artistName4141","GERMANY","Electronic",8420
4142,"artistName4142","MEXICO","Metal",8422
4143,"artistName4143","USA","Rock",8424
4144,"artistName4144","MEXICO","Blues",8425
4145,"artistName4145","CHINA","Hip Hop",8428
4146,"artistName4146","MEXICO","Electronic",8433
4147,"artistName4147","CHINA","Pop",8434
4148,"artistName4148","RUSSIA","Blues",8436
4149,"artistName4149","RUSSIA","Country",8439
4150,"artistName4150","AUSTRALIA","Blues",8440
4151,"artistName4151","CHINA","Hip Hop",8441
4152,"artistName4152","RUSSIA","Hip Hop",8445
4153,"artistName4153","AUSTRALIA","Metal",8448
4154,"artistName4154","CANADA","Hip Hop",8450
4155,"artistName4155","USA","Jazz",8454
4156,"artistName4156","RUSSIA","Blues",8456
4157,"artistName4157","USA","Country",8458
4158,"artistName4158","MEXICO","Pop",8459
4159,"artistName4159","CANADA","Jazz",8460
4160,"artistName4160","GERMANY","Jazz",8461
4161,"artistName4161","GERMANY","Jazz",8462
4162,"artistName4162","CHINA","Hip Hop",8463
4163,"artistName4163","MEXICO","Pop",8464
4164,"artistName4164","USA","Hip Hop",8465
4165,"artistName4165","RUSSIA","Pop",8466
4166,"artistName4166","CHINA","Jazz",8469
4167,"artistName4167","RUSSIA","Pop",8475
4168,"artistName4168","CHINA","Classical",8476
4169,"artistName4169","AUSTRALIA","Metal",8477
4170,"artistName4170","USA","Electronic",8478
4171,"artistName4171","RUSSIA","Rock",8479
4172,"artistName4172","USA","Hip Hop",8483
4173,"artistName4173","CANADA","Country",8484
4174,"artistName4174","CANADA","Hip Hop",8489
4175,"artistName4175","CANADA","Country",8490
4176,"artistName4176","CANADA","Classical",8492
4177,"artistName4177","CHINA","Pop",8493
4178,"artistName4178","GERMANY","Hip Hop",8496
4179,"artistName4179","RUSSIA","Reggae",8497
4180,"artistName4180","CANADA","Rock",8498
4181,"artistName4181","CHINA","Rock",8499
4182,"artistName4182","CHINA","Country",8500
4183,"artistName4183","CANADA","Jazz",8503
4184,"artistName4184","MEXICO","Reggae",8504
4185,"artistName4185","USA","Blues",8505
4186,"artistName4186","AUSTRALIA","Blues",8506
4187,"artistName4187","CHINA","Jazz",8509
4188,"artistName4188","CHINA","Blues",8512
4189,"artistName4189","MEXICO","Metal",8514
4190,"artistName4190","GERMANY","Jazz",8515
4191,"artistName4191","AUSTRALIA","Hip Hop",8516
4192,"artistName4192","MEXICO","Electronic",8518
4193,"artistName4193","AUSTRALIA","Reggae",8521
4194,"artistName4194","USA","Country",8522
4195,"artistName4195","AUSTRALIA","Metal",8523
4196,"artistName4196","GERMANY","Pop",8524
4197,"artistName4197","CHINA","Metal",8526
4198,"artistName4198","USA","Hip Hop",8527
4199,"artistName4199","MEXICO","Rock",8528
4200,"artistName4200","CANADA","Electronic",8530
4201,"artistName4201","RUSSIA","Electronic",8536
4202,"artistName4202","RUSSIA","Metal",8538
4203,"artistName4203","AUSTRALIA","Rock",8540
4204,"artistName4204","CANADA","Jazz",8541
4205,"artistName4205","USA","Hip Hop",8542
4206,"artistName4206","GERMANY","Reggae",8543
4207,"artistName4207","RUSSIA","Electronic",8547
4208,"artistName4208","GERMANY","Hip Hop",8548
4209,"artistName4209","GERMANY","Classical",8552
4210,"artistName4210","CANADA","Electronic",8553
4211,"artistName4211","GERMANY","Blues",8557
4212,"artistName4212","GERMANY","Pop",8558
4213,"artistName4213","RUSSIA","Pop",8559
4214,"artistName4214","CHINA","Hip Hop",8563
4215,"artistName4215","MEXICO","Electronic",8568
4216,"artistName4216","AUSTRALIA","Reggae",8569
4217,"artistName4217","CANADA","Reggae",8571
4218,"artistName4218","USA","Rock",8573
4219,"artistName4219","GERMANY","Metal",8574
4220,"artistName4220","GERMANY","Reggae",8575
4221,"artistName4221","RUSSIA","Jazz",8576
4222,"artistName4222","RUSSIA","Electronic",8577
4223,"artistName4223","USA","Reggae",8580
4224,"artistName4224","RUSSIA","Rock",8583
4225,"artistName4225","AUSTRALIA","Reggae",8584
4226,"artistName4226","AUSTRALIA","Reggae",8586
4227,"artistName4227","GERMANY","Classical",8588
4228,"artistName4228","CHINA","Rock",8590
4229,"artistName4229","MEXICO","Metal",8591
4230,"artistName4230","CANADA","Pop",8592
4231,"artistName4231","RUSSIA","Hip Hop",8598
4232,"artistName4232","MEXICO","Classical",8599
4233,"artistName4233","MEXICO","Pop",8600
4234,"artistName4234","GERMANY","Blues",8604
4235,"artistName4235","CHINA","Jazz",8605
4236,"artistName4236","RUSSIA","Hip Hop",8606
4237,"artistName4237","MEXICO","Blues",8611
4238,"artistName4238","RUSSIA","Classical",8614
4239,"artistName4239","USA","Rock",8615
4240,"artistName4240","CHINA","Hip Hop",8617
4241,"artistName4241","MEXICO","Jazz",8619
4242,"artistName4242","USA","Country",8621
4243,"artistName4243","GERMANY","Blues",8623
4244,"artistName4244","RUSSIA","Electronic",8625
4245,"artistName4245","MEXICO","Electronic",8628
4246,"artistName4246","CANADA","Pop",8629
4247,"artistName4247","GERMANY","Reggae",8631
4248,"artistName4248","AUSTRALIA","Rock",8633
4249,"artistName4249","CANADA","Classical",8634
4250,"artistName4250","RUSSIA","Country",8637
4251,"artistName4251","RUSSIA","Metal",8641
4252,"artistName4252","USA","Rock",8642
4253,"artistName4253","CHINA","Metal",8643
4254,"artistName4254","RUSSIA","Country",8644
4255,"artistName4255","RUSSIA","Electronic",8645
4256,"artistName4256","RUSSIA","Hip Hop",8647
4257,"artistName4257","GERMANY","Reggae",8648
4258,"artistName4258","MEXICO","Electronic",8649
4259,"artistName4259","RUSSIA","Reggae",8650
4260,"artistName4260","USA","Rock",8651
4261,"artistName4261","CHINA","Blues",8652
4262,"artistName4262","MEXICO","Metal",8654
4263,"artistName4263","RUSSIA","Electronic",8655
4264,"artistName4264","AUSTRALIA","Reggae",8657
4265,"artistName4265","MEXICO","Rock",8658
4266,"artistName4266","CANADA","Metal",8660
4267,"artistName4267","RUSSIA","Rock",8664
4268,"artistName4268","GERMANY","Rock",8665
4269,"artistName4269","CHINA","Electronic",8667
4270,"artistName4270","CANADA","Country",8668
4271,"artistName4271","RUSSIA","Blues",8669
4272,"artistName4272","USA","Rock",8670
4273,"artistName4273","CANADA","Classical",8673
4274,"artistName4274","CANADA","Jazz",8677
4275,"artistName4275","USA","Jazz",8679
4276,"artistName4276","CANADA","Country",8680
4277,"artistName4277","CANADA","Rock",8686
4278,"artistName4278","CHINA","Pop",8693
4279,"artistName4279","AUSTRALIA","Electronic",8694
4280,"artistName4280","AUSTRALIA","Country",8696
4281,"artistName4281","GERMANY","Electronic",8697
4282,"artistName4282","USA","Classical",8698
4283,"artistName4283","AUSTRALIA","Classical",8699
4284,"artistName4284","RUSSIA","Electronic",8700
4286,"artistName4286","RUSSIA","Blues",8702
4287,"artistName4287","AUSTRALIA","Reggae",8703
4288,"artistName4288","GERMANY","Electronic",8708
4289,"artistName4289","AUSTRALIA","Reggae",8710
4290,"artistName4290","CANADA","Electronic",8711
4291,"artistName4291","AUSTRALIA","Jazz",8713
4292,"artistName4292","CANADA","Blues",8714
4293,"artistName4293","CANADA","Pop",8718
4294,"artistName4294","RUSSIA","Electronic",8720
4295,"artistName4295","USA","Classical",8721
4296,"artistName4296","CHINA","Metal",8726
4297,"artistName4297","GERMANY","Jazz",8727
4298,"artistName4298","AUSTRALIA","Country",8728
4299,"artistName4299","CANADA","Classical",8734
4300,"artistName4300","MEXICO","Reggae",8737
4301,"artistName4301","RUSSIA","Pop",8739
4302,"artistName4302","USA","Jazz",8740
4303,"artistName4303","MEXICO","Reggae",8742
4304,"artistName4304","CANADA","Rock",8743
4305,"artistName4305","RUSSIA","Metal",8746
4306,"artistName4306","RUSSIA","Hip Hop",8750
4307,"artistName4307","AUSTRALIA","Jazz",8752
4308,"artistName4308","AUSTRALIA","Classical",8754
4309,"artistName4309","GERMANY","Reggae",8755
4310,"artistName4310","USA","Electronic",8756
4311,"artistName4311","CHINA","Classical",8757
4312,"artistName4312","CHINA","Country",8758
4313,"artistName4313","AUSTRALIA","Country",8759
4314,"artistName4314","USA","Rock",8760
4315,"artistName4315","USA","Jazz",8761
4316,"artistName4316","RUSSIA","Reggae",8762
4317,"artistName4317","GERMANY","Rock",8765
4318,"artistName4318","USA","Hip Hop",8769
4319,"artistName4319","AUSTRALIA","Jazz",8770
4320,"artistName4320","AUSTRALIA","Classical",8771
4321,"artistName4321","CHINA","Hip Hop",8772
4322,"artistName4322","CHINA","Pop",8773
4323,"artistName4323","MEXICO","Rock",8774
4324,"artistName4324","USA","Metal",8777
4325,"artistName4325","RUSSIA","Electronic",8778
4326,"artistName4326","MEXICO","Blues",8779
4327,"artistName4327","CANADA","Rock",8781
4328,"artistName4328","MEXICO","Reggae",8783
4329,"artistName4329","CHINA","Reggae",8785
4330,"artistName4330","CHINA","Jazz",8788
4331,"artistName4331","AUSTRALIA","Jazz",8789
4332,"artistName4332","CHINA","Country",8794
4333,"artistName4333","CHINA","Hip Hop",8795
4334,"artistName4334","RUSSIA","Hip Hop",8800
4335,"artistName4335","AUSTRALIA","Hip Hop",8803
4336,"artistName4336","AUSTRALIA","Metal",8805
4337,"artistName4337","GERMANY","Blues",8808
4338,"artistName4338","USA","Reggae",8809
4339,"artistName4339","CHINA","Rock",8813
4340,"artistName4340","RUSSIA","Reggae",8815
4341,"artistName4341","CHINA","Country",8817
4342,"artistName4342","GERMANY","Metal",8819
4343,"artistName4343","GERMANY","Classical",8821
4344,"artistName4344","GERMANY","Rock",8823
4345,"artistName4345","CHINA","Country",8832
4346,"artistName4346","USA","Rock",8835
4347,"artistName4347","MEXICO","Country",8836
4348,"artistName4348","CHINA","Reggae",8837
4349,"artistName4349","USA","Hip Hop",8838
4350,"artistName4350","GERMANY","Pop",8840
4351,"artistName4351","RUSSIA","Hip Hop",8847
4352,"artistName4352","AUSTRALIA","Hip Hop",8850
4353,"artistName4353","USA","Reggae",8855
4354,"artistName4354","USA","Reggae",8857
4355,"artistName4355","CHINA","Reggae",8858
4356,"artistName4356","MEXICO","Rock",8859
4357,"artistName4357","USA","Classical",8861
4358,"artistName4358","RUSSIA","Metal",8862
4359,"artistName4359","CHINA","Pop",8864
4360,"artistName4360","AUSTRALIA","Electronic",8865
4361,"artistName4361","AUSTRALIA","Classical",8867
4362,"artistName4362","CHINA","Country",8871
4363,"artistName4363","GERMANY","Rock",8872
4364,"artistName4364","MEXICO","Reggae",8874
4365,"artistName4365","GERMANY","Classical",8878
4366,"artistName4366","CHINA","Rock",8882
4367,"artistName4367","USA","Electronic",8884
4368,"artistName4368","RUSSIA","Country",8887
4369,"artistName4369","CANADA","Classical",8888
4370,"artistName4370","MEXICO","Pop",8892
4371,"artistName4371","USA","Hip Hop",8893
4372,"artistName4372","GERMANY","Jazz",8897
4373,"artistName4373","CHINA","Electronic",8898
4374,"artistName4374","CHINA","Reggae",8900
4375,"artistName4375","USA","Country",8903
4376,"artistName4376","RUSSIA","Pop",8906
4377,"artistName4377","CANADA","Reggae",8907
4378,"artistName4378","CANADA","Reggae",8908
4379,"artistName4379","USA","Country",8910
4380,"artistName4380","MEXICO","Jazz",8913
4381,"artistName4381","USA","Rock",8914
4382,"artistName4382","GERMANY","Reggae",8916
